Annual Income,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Home Ownership_Have Mortgage,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Years in current job_1 year,Years in current job_10+ years,Years in current job_2 years,Years in current job_3 years,Years in current job_4 years,Years in current job_5 years,Years in current job_6 years,Years in current job_7 years,Years in current job_8 years,Years in current job_9 years,Years in current job_< 1 year,Purpose_business loan,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_renewable energy,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Term_Long Term,Term_Short Term
-1.7327450891000105,-0.11095342154390785,0.061170929691703256,1.4623457179833343,0.5132379220617342,1.6647792271904904,-0.08348426679666114,2.545731972691612,0.002829760687826769,-1.1593675766451024,-0.9763001828744551,1.4502573374133687,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.37287230542589905,-0.11095342154390785,1.0085782042147242,-0.39457121470885625,2.0516219673776988,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,-0.25743630229652625,1.0143460474838466,0.15427615466411912,0.5727789150668297,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-1.0587521971916003,-0.11095342154390785,0.061170929691703256,-0.10759314329279059,2.053806493201977,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,0.002829760687826769,0.4728781899810795,-0.35615328083230957,0.9383949243778875,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.9244766468036392,-0.11095342154390785,-0.6493845262005624,0.8208653230533047,-1.157924333511144,1.6647792271904904,-0.08348426679666114,2.545731972691612,-1.0951656867778519,-0.8562548918767112,-0.6061793893251599,-2.5715187650082685,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.9965594139382529,-0.11095342154390785,0.5348745669532137,-0.6815492861249223,-0.41805274340089665,1.6647792271904904,-0.08348426679666114,-0.3370990397177327,-1.069235356458326,-0.8721769223584691,-1.0556426660710623,-0.7434387184529789,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.015263801719151072,-0.11095342154390785,0.29802274832245845,-0.5127386558801776,-0.4771714735204274,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,0.16463758924110766,-0.4195872648583507,0.18875878700705873,0.1340397038935601,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.8424070119841225,-0.11095342154390785,-0.4125327075698072,0.4494819365148667,-0.4109530344719923,-0.3409788778582933,2.7050679860790003,-0.3370990397177327,0.002829760687826769,-1.1328704662165052,-1.5813136412551225,1.1577645299645223,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.3364029898637297,-0.11095342154390785,0.5348745669532137,-0.9516462945165136,-0.5901524184948193,-0.3409788778582933,-1.035672840949326,-0.3370990397177327,-0.3395918042989854,-0.8990304961560608,0.30431343896506,-1.767163544523941,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-0.015263801719151072,-0.11095342154390785,1.4822818414762347,-0.32704696261095867,-1.6153094279694071,1.6647792271904904,-0.08348426679666114,2.545731972691612,-1.0465142254357707,-1.4555886362795984,-1.8299345014079784,0.1340397038935601,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.015263801719151072,-0.11095342154390785,-0.17568088893905195,1.1753676465672687,-0.02872928165530335,-0.3409788778582933,-1.8518344759373246,-0.3370990397177327,1.5392018321197525,-0.17160758116112115,0.07212317478752324,0.1340397038935601,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.015263801719151072,-0.11095342154390785,-0.8862363448313176,-1.0360516096388859,-0.81993722863609,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,-0.5148140859136053,-0.2831806156564247,-0.2544349202219454,0.1340397038935601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.6368389864466069,-0.11095342154390785,0.29802274832245845,-0.006306765145943593,0.9883722888422584,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,0.7702776805654863,1.0640132768970914,-0.1532570397423484,0.5727789150668297,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.6032423626602023,-0.11095342154390785,-0.6493845262005624,-0.6140250340270244,-0.23878509294606096,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,0.16733331665056334,0.5161290787524219,0.2702631907267341,-1.6940403426617294,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.231949747302033,-0.11095342154390785,0.061170929691703256,0.010574297878530507,-0.13157266147640387,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,1.404415461646968,-0.14665514533150056,0.5321798620964602,-0.08532990169307465,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2.713515885520613,-0.11095342154390785,0.061170929691703256,0.010574297878530507,-0.13157266147640387,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,-0.7225134644135723,-0.14665514533150056,-0.0939663693971999,1.377134135551157,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-0.8158770161074269,-0.11095342154390785,-0.4125327075698072,0.1287417390498516,-0.6962384538363329,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,-0.956656645120581,-1.196558588143537,-0.4331176514535415,-0.15845310355528625,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.015263801719151072,-0.11095342154390785,-1.1230881634620729,0.027455360903005207,1.1758319111381377,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,0.023047716258744452,1.9109702416282135,0.2051893829823779,0.1340397038935601,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.015263801719151072,-0.11095342154390785,0.7717263855839689,1.8337291045217723,1.6183349234185052,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,1.1073719747193265,2.8555981694638506,-0.0939663693971999,0.1340397038935601,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5687207272698502,-0.11095342154390785,-0.4125327075698072,1.9181344196441446,-0.4137519581843488,-0.3409788778582933,0.4606234898620045,-0.3370990397177327,1.4266231207820077,-0.1925200988088032,-0.37961011850760074,-2.498395563146057,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.386423485263211,-0.11095342154390785,-1.1230881634620729,-0.8672409793941412,-0.997566484722717,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,0.0034074165612815598,-0.7020250742250562,-0.26967645990957706,-1.25530113148846,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1949754277513789,-0.11095342154390785,0.061170929691703256,1.496107844032283,0.44476669075701214,-0.3409788778582933,0.7326773681913373,-0.3370990397177327,1.61044605651251,0.12556404745736038,-0.886796673219427,-2.352149159421634,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.3180494620840721,-0.11095342154390785,-0.8862363448313176,-0.10759314329279059,-0.3706758395868616,-0.3409788778582933,0.8006908377736706,-0.3370990397177327,0.09198131715768283,-0.30753894587105435,-0.9901364742220923,-0.7434387184529789,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.778533812550296,-0.11095342154390785,-1.1230881634620729,1.7999669784728234,-0.7202682379033939,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,0.002829760687826769,-0.46949213651759186,-1.284481953437843,0.6459021169290412,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.015263801719151072,-0.11095342154390785,1.4822818414762347,-0.47897652983122857,0.5569284385472997,-0.3409788778582933,-1.1036863105316592,-0.3370990397177327,-0.783103147140386,-0.4046158033605783,0.02012898620773031,0.1340397038935601,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.015263801719151072,-0.11095342154390785,0.29802274832245845,1.2428918986651663,2.1590050649273773,-0.3409788778582933,1.8889063510910018,-0.3370990397177327,0.9253461905951279,-0.14665514533150056,2.2250717276851026,0.1340397038935601,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.44709294473004685,-0.11095342154390785,-1.8336436193543386,2.05318292383994,2.207337698789534,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,-1.1730850457083093,-0.14665514533150056,0.5706620474070762,-0.6703155165907673,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-0.5582144072007832,-0.11095342154390785,2.1928372973685004,-0.310165899586484,0.7084799176066048,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,-1.417754400109383,0.3320751592282204,0.010832727958536566,0.9383949243778875,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-0.4265064487819969,-0.11095342154390785,-0.8862363448313176,-0.5296197189046521,-0.5962963973756019,-0.3409788778582933,-0.08348426679666114,-0.3370990397177327,0.002829760687826769,-0.23018639479923048,-1.1787640398598027,0.35340930948019483,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
